gene_id	FPKM
ENSMUSG00000001864	0.00
ENSMUSG00000001865	0.00
ENSMUSG00000001870	0.19
ENSMUSG00000001891	178.31
ENSMUSG00000001901	0.00
ENSMUSG00000001909	9.80
ENSMUSG00000001910	5.86
ENSMUSG00000001911	13.53
ENSMUSG00000001918	0.96
ENSMUSG00000001924	50.23
ENSMUSG00000001930	0.69
ENSMUSG00000001942	12.20
ENSMUSG00000001943	0.19
ENSMUSG00000001946	3.19
ENSMUSG00000001948	0.22
ENSMUSG00000001962	7.45
ENSMUSG00000001964	10.64
ENSMUSG00000001983	10.94
ENSMUSG00000001985	0.00
ENSMUSG00000001986	0.11
ENSMUSG00000001988	0.00
ENSMUSG00000001995	0.54
ENSMUSG00000001998	2.74
ENSMUSG00000001999	8.09
ENSMUSG00000002006	0.16
ENSMUSG00000002007	0.03
ENSMUSG00000002010	47.03
ENSMUSG00000002012	0.09
ENSMUSG00000002014	75.33
ENSMUSG00000002015	77.13
ENSMUSG00000002017	9.75
ENSMUSG00000002020	0.12
ENSMUSG00000002028	2.55
ENSMUSG00000002031	21.41
ENSMUSG00000002032	14.68
ENSMUSG00000002033	0.76
ENSMUSG00000002043	6.69
ENSMUSG00000002052	7.59
ENSMUSG00000002055	0.33
ENSMUSG00000002057	0.00
ENSMUSG00000002058	2.75
ENSMUSG00000002059	1.91
ENSMUSG00000002064	23.67
ENSMUSG00000002068	0.38
ENSMUSG00000002076	0.09
ENSMUSG00000002083	0.92
ENSMUSG00000002100	0.02
ENSMUSG00000002102	48.35
ENSMUSG00000002103	16.39
ENSMUSG00000002104	0.05
ENSMUSG00000002105	4.01
ENSMUSG00000002107	3.62
ENSMUSG00000002108	31.39
ENSMUSG00000002109	1.86
ENSMUSG00000002111	4.11
ENSMUSG00000002129	5.20
ENSMUSG00000002147	16.23
ENSMUSG00000002190	0.00
ENSMUSG00000002204	0.18
ENSMUSG00000002205	10.31
ENSMUSG00000002210	2.83
ENSMUSG00000002221	3.23
ENSMUSG00000002222	43.26
ENSMUSG00000002227	4.82
ENSMUSG00000002228	0.08
ENSMUSG00000002233	5.50
ENSMUSG00000002240	0.00
ENSMUSG00000002249	2.11
ENSMUSG00000002250	1.69
ENSMUSG00000002257	0.06
ENSMUSG00000002265	3.39
ENSMUSG00000002266	0.00
ENSMUSG00000002274	0.44
ENSMUSG00000002279	15.85
ENSMUSG00000002280	7.70
ENSMUSG00000002289	104.33
ENSMUSG00000002297	2.46
ENSMUSG00000002307	4.15
ENSMUSG00000002308	1.75
ENSMUSG00000002319	15.19
ENSMUSG00000002320	23.16
ENSMUSG00000002324	1.10
ENSMUSG00000002325	12.65
ENSMUSG00000002326	6.74
ENSMUSG00000002329	4.82
ENSMUSG00000002332	59.77
ENSMUSG00000002341	0.00
ENSMUSG00000002342	6.20
ENSMUSG00000002343	1.72
ENSMUSG00000002345	7.05
ENSMUSG00000002346	27.21
ENSMUSG00000002365	16.14
ENSMUSG00000002372	5.88
ENSMUSG00000002379	9.79
ENSMUSG00000002384	0.00
ENSMUSG00000002393	9.85
ENSMUSG00000002395	20.84
ENSMUSG00000002396	3.16
ENSMUSG00000002409	2.34
ENSMUSG00000002413	3.99
ENSMUSG00000002416	33.47
ENSMUSG00000002428	4.37
ENSMUSG00000002455	17.17
ENSMUSG00000002458	1.22
ENSMUSG00000002459	0.00
ENSMUSG00000002475	25.68
ENSMUSG00000002477	9.05
ENSMUSG00000002486	0.41
ENSMUSG00000002489	0.37
ENSMUSG00000002496	6.84
ENSMUSG00000002500	0.07
ENSMUSG00000002504	5.12
ENSMUSG00000002524	16.91
ENSMUSG00000002546	7.81
ENSMUSG00000002550	19.30
ENSMUSG00000002565	0.00
ENSMUSG00000002578	0.32
ENSMUSG00000002580	29.78
ENSMUSG00000002588	648.14
ENSMUSG00000002602	6.08
ENSMUSG00000002603	3.07
ENSMUSG00000002608	6.29
ENSMUSG00000002617	0.57
ENSMUSG00000002625	8.11
ENSMUSG00000002633	0.03
ENSMUSG00000002635	6.14
ENSMUSG00000002658	6.29
ENSMUSG00000002660	20.18
ENSMUSG00000002661	5.01
ENSMUSG00000002664	0.00
ENSMUSG00000002668	1.10
ENSMUSG00000002679	5.79
ENSMUSG00000002688	0.02
ENSMUSG00000002699	3.20
ENSMUSG00000002718	14.84
ENSMUSG00000002728	8.57
ENSMUSG00000002731	8.40
ENSMUSG00000002732	2.29
ENSMUSG00000002733	7.91
ENSMUSG00000002741	21.48
ENSMUSG00000002748	10.53
ENSMUSG00000002763	17.57
ENSMUSG00000002767	16.38
ENSMUSG00000002768	16.23
ENSMUSG00000002769	970.63
ENSMUSG00000002771	0.04
ENSMUSG00000002778	48.94
ENSMUSG00000002781	7.99
ENSMUSG00000002791	0.00
ENSMUSG00000002797	4.75
ENSMUSG00000002799	0.00
ENSMUSG00000002803	3.38
ENSMUSG00000002804	6.30
ENSMUSG00000002808	0.00
ENSMUSG00000002812	11.68
ENSMUSG00000002814	1.53
ENSMUSG00000002820	4.38
ENSMUSG00000002825	1.32
ENSMUSG00000002831	1.10
ENSMUSG00000002833	6.16
ENSMUSG00000002835	0.18
ENSMUSG00000002844	1.60
ENSMUSG00000002845	19.75
ENSMUSG00000002846	8.64
ENSMUSG00000002847	14.70
ENSMUSG00000002870	0.48
ENSMUSG00000002871	12.70
ENSMUSG00000002881	21.59
ENSMUSG00000002885	8.65
ENSMUSG00000002897	2.94
ENSMUSG00000002900	1.47
ENSMUSG00000002908	0.47
ENSMUSG00000002910	2.79
ENSMUSG00000002930	0.00
ENSMUSG00000002944	14.40
ENSMUSG00000002948	10.02
ENSMUSG00000002949	17.32
ENSMUSG00000002957	15.78
ENSMUSG00000002963	8.11
ENSMUSG00000002968	6.92
ENSMUSG00000002980	1.33
ENSMUSG00000002981	14.76
ENSMUSG00000002983	0.46
ENSMUSG00000002984	11.10
ENSMUSG00000002985	6437.62
ENSMUSG00000002992	146.09
ENSMUSG00000002996	41.39
ENSMUSG00000002997	0.02
ENSMUSG00000003031	4.95
ENSMUSG00000003032	0.35
ENSMUSG00000003033	10.46
ENSMUSG00000003037	31.48
ENSMUSG00000003038	15.81
ENSMUSG00000003039	9.36
ENSMUSG00000003051	0.04
ENSMUSG00000003053	1539.47
ENSMUSG00000003062	6.07
ENSMUSG00000003068	20.92
ENSMUSG00000003070	0.03
ENSMUSG00000003072	102.94
ENSMUSG00000003099	27.97
ENSMUSG00000003119	4.84
ENSMUSG00000003123	2.82
ENSMUSG00000003131	6.12
ENSMUSG00000003134	4.35
ENSMUSG00000003135	5.60
ENSMUSG00000003153	0.17
ENSMUSG00000003154	1.90
ENSMUSG00000003161	27.24
ENSMUSG00000003166	14.35
ENSMUSG00000003178	2.41
ENSMUSG00000003184	27.26
ENSMUSG00000003190	2.22
ENSMUSG00000003198	3.42
ENSMUSG00000003199	47.33
ENSMUSG00000003200	5.26
ENSMUSG00000003206	0.50
ENSMUSG00000003208	1.00
ENSMUSG00000003226	16.16
ENSMUSG00000003227	0.00
ENSMUSG00000003228	1.32
ENSMUSG00000003233	4.52
ENSMUSG00000003234	18.59
ENSMUSG00000003235	11.05
ENSMUSG00000003269	5.72
ENSMUSG00000003271	0.00
ENSMUSG00000003273	0.32
ENSMUSG00000003279	0.48
ENSMUSG00000003282	0.06
ENSMUSG00000003283	1.95
ENSMUSG00000003299	11.77
ENSMUSG00000003308	7.01
ENSMUSG00000003309	0.12
ENSMUSG00000003316	8.11
ENSMUSG00000003341	0.02
ENSMUSG00000003344	8.08
ENSMUSG00000003345	14.29
ENSMUSG00000003346	14.39
ENSMUSG00000003348	0.96
ENSMUSG00000003352	0.03
ENSMUSG00000003354	0.00
ENSMUSG00000003355	7.28
ENSMUSG00000003360	8.94
ENSMUSG00000003363	6.29
ENSMUSG00000003378	1.75
ENSMUSG00000003379	0.35
ENSMUSG00000003380	23.20
ENSMUSG00000003382	2.86
ENSMUSG00000003402	28.16
ENSMUSG00000003410	0.00
ENSMUSG00000003411	0.21
ENSMUSG00000003418	0.01
ENSMUSG00000003420	46.97
ENSMUSG00000003421	5.61
ENSMUSG00000003423	23.53
ENSMUSG00000003429	135.85
ENSMUSG00000003435	12.62
ENSMUSG00000003436	0.00
ENSMUSG00000003437	11.83
ENSMUSG00000003438	11.55
ENSMUSG00000003444	7.38
ENSMUSG00000003452	0.03
ENSMUSG00000003458	14.98
ENSMUSG00000003464	47.70
ENSMUSG00000003469	0.05
ENSMUSG00000003476	0.00
ENSMUSG00000003477	348.61
ENSMUSG00000003484	0.17
ENSMUSG00000003500	0.93
ENSMUSG00000003505	0.00
ENSMUSG00000003518	9.12
ENSMUSG00000003526	57.90
ENSMUSG00000003527	0.93
ENSMUSG00000003528	78.24
ENSMUSG00000003531	17.54
ENSMUSG00000003534	0.08
ENSMUSG00000003541	0.45
ENSMUSG00000003545	0.04
ENSMUSG00000003546	14.59
ENSMUSG00000003549	1.81
ENSMUSG00000003555	1.82
ENSMUSG00000003559	12.99
ENSMUSG00000003573	0.77
ENSMUSG00000003575	1.83
ENSMUSG00000003581	2.96
ENSMUSG00000003585	181.27
ENSMUSG00000003604	6.54
ENSMUSG00000003617	433.58
ENSMUSG00000003623	395.63
ENSMUSG00000003644	2.89
ENSMUSG00000003657	0.00
ENSMUSG00000003660	14.77
ENSMUSG00000003662	21.84
ENSMUSG00000003665	0.00
ENSMUSG00000003680	1.45
ENSMUSG00000003721	119.00
ENSMUSG00000003731	9.30
ENSMUSG00000003746	39.97
ENSMUSG00000003752	1.49
ENSMUSG00000003762	6.79
ENSMUSG00000003778	4.10
ENSMUSG00000003779	0.39
ENSMUSG00000003808	7.69
ENSMUSG00000003809	167.12
ENSMUSG00000003810	5.24
ENSMUSG00000003812	14.50
ENSMUSG00000003813	25.20
ENSMUSG00000003814	296.40
ENSMUSG00000003824	4.18
ENSMUSG00000003847	6.33
ENSMUSG00000003848	3.07
ENSMUSG00000003849	2.60
ENSMUSG00000003863	0.00
ENSMUSG00000003865	0.57
ENSMUSG00000003868	4.74
ENSMUSG00000003872	0.00
ENSMUSG00000003873	8.19
ENSMUSG00000003882	0.13
ENSMUSG00000003923	26.65
ENSMUSG00000003929	0.60
ENSMUSG00000003934	0.00
ENSMUSG00000003948	54.51
ENSMUSG00000003949	10.89
ENSMUSG00000003955	29.84
ENSMUSG00000003970	148.25
ENSMUSG00000003974	0.00
ENSMUSG00000003992	1.07
ENSMUSG00000004018	4.20
ENSMUSG00000004031	0.00
ENSMUSG00000004032	5.91
ENSMUSG00000004035	37.83
ENSMUSG00000004038	45.80
ENSMUSG00000004040	27.13
ENSMUSG00000004043	2.70
ENSMUSG00000004044	0.65
ENSMUSG00000004054	4.14
ENSMUSG00000004056	35.20
ENSMUSG00000004069	36.30
ENSMUSG00000004070	27.93
ENSMUSG00000004071	29.53
ENSMUSG00000004085	3.31
ENSMUSG00000004096	26.28
ENSMUSG00000004098	4.13
ENSMUSG00000004099	1.45
ENSMUSG00000004100	5.75
ENSMUSG00000004105	2.06
ENSMUSG00000004110	0.01
ENSMUSG00000004113	0.00
ENSMUSG00000004127	2.60
ENSMUSG00000004151	0.56
ENSMUSG00000004187	1.18
ENSMUSG00000004207	132.08
ENSMUSG00000004221	28.87
ENSMUSG00000004231	0.00
ENSMUSG00000004233	2.15
ENSMUSG00000004263	3.11
ENSMUSG00000004264	74.80
ENSMUSG00000004266	6.82
ENSMUSG00000004267	0.03
ENSMUSG00000004268	25.98
ENSMUSG00000004270	51.32
ENSMUSG00000004285	29.87
ENSMUSG00000004296	0.00
ENSMUSG00000004317	1.53
ENSMUSG00000004319	10.34
ENSMUSG00000004328	0.03
ENSMUSG00000004341	1.31
ENSMUSG00000004344	0.00
ENSMUSG00000004347	0.10
ENSMUSG00000004356	2.64
ENSMUSG00000004359	1.39
ENSMUSG00000004360	0.00
ENSMUSG00000004364	39.81
ENSMUSG00000004366	0.00
ENSMUSG00000004371	0.00
ENSMUSG00000004383	1.49
ENSMUSG00000004393	12.70
ENSMUSG00000004394	19.88
ENSMUSG00000004415	0.00
ENSMUSG00000004446	5.11
ENSMUSG00000004451	3.89
ENSMUSG00000004455	27.20
ENSMUSG00000004460	29.63
ENSMUSG00000004462	8.23
ENSMUSG00000004473	0.48
ENSMUSG00000004500	1.51
ENSMUSG00000004508	0.47
ENSMUSG00000004530	6.12
ENSMUSG00000004535	45.22
ENSMUSG00000004540	0.00
ENSMUSG00000004542	0.00
ENSMUSG00000004552	0.00
ENSMUSG00000004558	476.72
ENSMUSG00000004561	8.07
ENSMUSG00000004562	4.81
ENSMUSG00000004565	3.99
ENSMUSG00000004567	17.06
ENSMUSG00000004568	4.17
ENSMUSG00000004591	10.99
ENSMUSG00000004609	0.37
ENSMUSG00000004610	160.84
ENSMUSG00000004612	0.42
ENSMUSG00000004613	0.00
ENSMUSG00000004626	18.39
ENSMUSG00000004630	0.05
ENSMUSG00000004631	2.94
ENSMUSG00000004633	13.76
ENSMUSG00000004637	2.03
ENSMUSG00000004642	4.57
ENSMUSG00000004651	0.00
ENSMUSG00000004654	0.00
ENSMUSG00000004655	36.96
ENSMUSG00000004661	1.03
ENSMUSG00000004665	3.19
ENSMUSG00000004667	13.16
ENSMUSG00000004668	0.00
ENSMUSG00000004677	4.23
ENSMUSG00000004698	0.43
ENSMUSG00000004707	0.49
ENSMUSG00000004709	0.00
ENSMUSG00000004730	8.28
ENSMUSG00000004748	9.08
ENSMUSG00000004768	3.71
ENSMUSG00000004771	73.42
ENSMUSG00000004788	6.21
ENSMUSG00000004789	53.74
ENSMUSG00000004791	0.00
ENSMUSG00000004798	21.38
ENSMUSG00000004814	0.85
ENSMUSG00000004815	8.16
ENSMUSG00000004821	0.00
ENSMUSG00000004837	1.13
ENSMUSG00000004842	0.00
ENSMUSG00000004843	10.21
ENSMUSG00000004846	6.79
ENSMUSG00000004849	18.30
ENSMUSG00000004864	0.00
ENSMUSG00000004865	8.32
ENSMUSG00000004872	0.00
ENSMUSG00000004880	2.32
ENSMUSG00000004885	0.00
ENSMUSG00000004891	0.37
ENSMUSG00000004892	0.00
ENSMUSG00000004894	0.00
ENSMUSG00000004895	5.01
ENSMUSG00000004896	4.01
ENSMUSG00000004897	42.18
ENSMUSG00000004902	0.05
ENSMUSG00000004929	2.68
ENSMUSG00000004931	6.94
ENSMUSG00000004933	0.19
ENSMUSG00000004934	3.24
ENSMUSG00000004936	16.15
ENSMUSG00000004937	16.29
ENSMUSG00000004939	0.04
ENSMUSG00000004945	16.99
ENSMUSG00000004947	1.46
ENSMUSG00000004948	0.00
ENSMUSG00000004951	9.01
ENSMUSG00000004952	0.94
ENSMUSG00000004961	0.00
ENSMUSG00000004980	111.77
ENSMUSG00000004988	0.00
ENSMUSG00000004994	4.21
ENSMUSG00000004996	11.41
ENSMUSG00000005034	10.25
ENSMUSG00000005043	1.11
ENSMUSG00000005045	0.00
ENSMUSG00000005054	33.83
ENSMUSG00000005057	0.47
ENSMUSG00000005069	31.43
ENSMUSG00000005078	8.80
ENSMUSG00000005087	2.90
ENSMUSG00000005089	29.95
ENSMUSG00000005102	1.76
ENSMUSG00000005103	14.07
ENSMUSG00000005107	15.49
ENSMUSG00000005124	0.34
ENSMUSG00000005125	9.57
ENSMUSG00000005131	0.00
ENSMUSG00000005142	20.58
ENSMUSG00000005148	0.00
ENSMUSG00000005150	7.40
ENSMUSG00000005161	60.84
ENSMUSG00000005198	7.46
ENSMUSG00000005202	0.00
ENSMUSG00000005204	20.55
ENSMUSG00000005220	0.02
ENSMUSG00000005225	6.02
ENSMUSG00000005232	0.04
ENSMUSG00000005233	1.71
ENSMUSG00000005237	0.03
ENSMUSG00000005251	1.22
ENSMUSG00000005262	22.82
ENSMUSG00000005267	0.26
ENSMUSG00000005268	27.09
ENSMUSG00000005299	11.92
ENSMUSG00000005312	37.52
ENSMUSG00000005320	9.34
ENSMUSG00000005338	1.70
ENSMUSG00000005339	0.00
ENSMUSG00000005354	94.19
ENSMUSG00000005355	0.00
ENSMUSG00000005357	0.00
ENSMUSG00000005360	0.17
ENSMUSG00000005362	15.46
ENSMUSG00000005364	0.00
ENSMUSG00000005370	2.53
ENSMUSG00000005371	8.26
ENSMUSG00000005373	94.97
ENSMUSG00000005374	2.81
ENSMUSG00000005378	11.46
ENSMUSG00000005397	2.25
ENSMUSG00000005410	0.37
ENSMUSG00000005413	11.73
ENSMUSG00000005417	30.25
ENSMUSG00000005442	6.10
ENSMUSG00000005447	2.08
ENSMUSG00000005465	0.48
ENSMUSG00000005469	15.15
ENSMUSG00000005470	0.09
ENSMUSG00000005474	0.00
ENSMUSG00000005481	6.05
ENSMUSG00000005483	9.10
ENSMUSG00000005493	0.00
ENSMUSG00000005501	6.90
ENSMUSG00000005503	0.00
ENSMUSG00000005505	4.77
ENSMUSG00000005506	20.42
ENSMUSG00000005510	104.89
ENSMUSG00000005514	99.13
ENSMUSG00000005533	0.19
ENSMUSG00000005534	18.51
ENSMUSG00000005540	0.10
ENSMUSG00000005547	175.21
ENSMUSG00000005553	0.85
ENSMUSG00000005566	23.05
ENSMUSG00000005575	31.69
ENSMUSG00000005580	5.59
ENSMUSG00000005583	0.46
ENSMUSG00000005609	7.73
ENSMUSG00000005610	128.09
